ecg,ppg_red,ppg_ir,,ppg_red1,ppg_ir1,heart_rate,SpO2_val,SCD_status,temperature
5750,13618,16782,,63618,28782,73,98,On Skin,37
6816,13473,16752,,63473,28752,73,98,On Skin,37
6969,13111,16658,,63111,28658,73,98,On Skin,37
7554,12662,16535,,62662,28535,73,98,On Skin,37
7951,12194,16413,,62194,28413,73,98,On Skin,37
7858,11811,16314,,61811,28314,73,98,On Skin,37
7419,11534,16242,,61534,28242,73,98,On Skin,37
6744,11353,16192,,61353,28192,73,98,On Skin,37
6412,11275,16180,,61275,28180,73,98,On Skin,37
6798,11304,16190,,61304,28190,73,98,On Skin,37
6670,11408,16235,,61408,28235,73,98,On Skin,37
7117,11464,16247,,61464,28247,73,98,On Skin,37
7393,11516,16248,,61516,28248,73,98,On Skin,37
7380,11560,16264,,61560,28264,73,98,On Skin,37
7468,11597,16267,,61597,28267,73,98,On Skin,37
7072,11625,16282,,61625,28282,73,98,On Skin,37
7215,11713,16304,,61713,28304,73,98,On Skin,37
7208,11767,16306,,61767,28306,73,98,On Skin,37
7617,11804,16307,,61804,28307,73,98,On Skin,37
7450,11836,16316,,61836,28316,73,98,On Skin,37
6857,11875,16327,,61875,28327,73,98,On Skin,37
6523,11885,16335,,61885,28335,73,98,On Skin,37
6409,11890,16331,,61890,28331,73,98,On Skin,37
6228,11890,16338,,61890,28338,73,98,On Skin,37
5673,11872,16323,,61872,28323,73,98,On Skin,37
6083,11835,16309,,61835,28309,73,98,On Skin,37
5628,11833,16298,,61833,28298,73,98,On Skin,37
5946,11881,16314,,61881,28314,73,98,On Skin,37
6166,11984,16354,,61984,28354,73,98,On Skin,37
6276,12077,16377,,62077,28377,73,98,On Skin,37
6194,12166,16397,,62166,28397,73,98,On Skin,37
6662,12260,16431,,62260,28431,73,98,On Skin,37
6214,12358,16462,,62358,28462,73,98,On Skin,37
6354,12437,16483,,62437,28483,73,98,On Skin,37
5543,12481,16479,,62481,28479,73,98,On Skin,37
6124,12530,16484,,62530,28484,73,98,On Skin,37
5396,12623,16510,,62623,28510,73,98,On Skin,37
5148,12684,16519,,62684,28519,73,98,On Skin,37
7023,12707,16519,,62707,28519,73,98,On Skin,37
15917,12726,16523,,62726,28523,73,98,On Skin,37
7023,12755,16524,,62755,28524,73,98,On Skin,37
4822,12801,16529,,62801,28529,73,98,On Skin,37
4799,12825,16535,,62825,28535,73,98,On Skin,37
4665,12869,16550,,62869,28550,73,98,On Skin,37
4450,12927,16560,,62927,28560,73,98,On Skin,37
4287,12958,16574,,62958,28574,73,98,On Skin,37
4276,12985,16587,,62985,28587,73,98,On Skin,37
4291,13023,16592,,63023,28592,73,98,On Skin,37
4369,13051,16600,,63051,28600,73,98,On Skin,37
4211,13157,16637,,63157,28637,73,98,On Skin,37
3921,13236,16657,,63236,28657,73,98,On Skin,37
4378,13195,16653,,63195,28653,73,98,On Skin,37
4171,12936,16571,,62936,28571,73,98,On Skin,37
4610,12535,16454,,62535,28454,73,98,On Skin,37
4981,12035,16322,,62035,28322,73,98,On Skin,37
5210,11654,16241,,61654,28241,73,98,On Skin,37
5310,11344,16163,,61344,28163,73,98,On Skin,37
4724,11053,16085,,61053,28085,73,98,On Skin,37
4336,10904,16058,,60904,28058,73,98,On Skin,37
3880,10902,16062,,60902,28062,73,98,On Skin,37
3876,11015,16114,,61015,28114,74,98,On Skin,37
4094,11088,16139,,61088,28139,74,98,On Skin,37
4117,11172,16150,,61172,28150,74,98,On Skin,37
4079,11224,16154,,61224,28154,74,98,On Skin,37
4248,11276,16176,,61276,28176,74,98,On Skin,37
4220,11303,16186,,61303,28186,74,98,On Skin,37
4511,11340,16185,,61340,28185,74,98,On Skin,37
3671,11389,16192,,61389,28192,74,98,On Skin,37
3827,11486,16224,,61486,28224,74,98,On Skin,37
3566,11571,16245,,61571,28245,74,98,On Skin,37
3780,11628,16262,,61628,28262,74,98,On Skin,37
3611,11656,16269,,61656,28269,74,98,On Skin,37
3438,11641,16254,,61641,28254,74,98,On Skin,37
3744,11630,16251,,61630,28251,74,98,On Skin,37
3708,11602,16227,,61602,28227,74,98,On Skin,37
3447,11597,16233,,61597,28233,74,98,On Skin,37
3665,11631,16243,,61631,28243,74,98,On Skin,37
2950,11687,16263,,61687,28263,74,98,On Skin,37
3084,11690,16254,,61690,28254,74,98,On Skin,37
3015,11728,16250,,61728,28250,74,98,On Skin,37
3287,11795,16268,,61795,28268,74,98,On Skin,37
3564,11884,16290,,61884,28290,74,98,On Skin,37
4100,11993,16331,,61993,28331,74,98,On Skin,37
3957,12088,16353,,62088,28353,74,98,On Skin,37
4332,12146,16367,,62146,28367,74,98,On Skin,37
4473,12700,16509,,62700,28509,74,98,On Skin,37
4081,12735,16508,,62735,28508,74,98,On Skin,37
4475,12740,16498,,62740,28498,74,98,On Skin,37
4300,12765,16511,,62765,28511,74,98,On Skin,37
4924,12992,16562,,62992,28562,74,98,On Skin,37
4713,13003,16563,,63003,28563,74,98,On Skin,37
5168,12851,16528,,62851,28528,74,98,On Skin,37
5019,12496,16442,,62496,28442,74,98,On Skin,37
5491,12016,16315,,62016,28315,74,98,On Skin,37
5826,11472,16155,,61472,28155,74,98,On Skin,37
5972,11030,16037,,61030,28037,74,98,On Skin,37
5043,10784,15982,,60784,27982,74,98,On Skin,37
4006,10663,15959,,60663,27959,74,98,On Skin,37
2636,10670,15976,,60670,27976,74,98,On Skin,37
2096,10665,15963,,60665,27963,74,98,On Skin,37
1981,10686,15956,,60686,27956,74,98,On Skin,37
1154,10724,15972,,60724,27972,74,98,On Skin,37
343,10809,15987,,60809,27987,74,98,On Skin,37
703,10865,16004,,60865,28004,74,98,On Skin,37
320,10896,16002,,60896,28002,74,98,On Skin,37
311,10912,15995,,60912,27995,74,98,On Skin,37
368,10983,16024,,60983,28024,74,98,On Skin,37
310,11063,16049,,61063,28049,74,98,On Skin,37
85,11143,16064,,61143,28064,74,98,On Skin,37
253,11160,16071,,61160,28071,74,98,On Skin,37
394,11192,16084,,61192,28084,74,98,On Skin,37
300,11198,16068,,61198,28068,74,98,On Skin,37
349,11135,16040,,61135,28040,74,98,On Skin,37
657,11111,16027,,61111,28027,74,98,On Skin,37
405,11085,16013,,61085,28013,74,98,On Skin,37
534,11129,16033,,61129,28033,74,98,On Skin,37
761,11121,16025,,61121,28025,74,98,On Skin,37
522,11169,16046,,61169,28046,74,98,On Skin,37
592,11256,16068,,61256,28068,74,98,On Skin,37
919,11321,16081,,61321,28081,74,98,On Skin,37
1036,11409,16106,,61409,28106,74,98,On Skin,37
-15,11427,16093,,61427,28093,74,98,On Skin,37
-712,11490,16106,,61490,28106,74,98,On Skin,37
-913,11567,16129,,61567,28129,74,98,On Skin,37
-1377,11679,16164,,61679,28164,74,98,On Skin,37
-1413,11781,16190,,61781,28190,74,98,On Skin,37
-1140,11812,16189,,61812,28189,74,98,On Skin,37
-1588,11847,16200,,61847,28200,74,98,On Skin,37
-1366,11888,16202,,61888,28202,74,98,On Skin,37
9570,11893,16200,,61893,28200,74,98,On Skin,37
1931,11955,16215,,61955,28215,74,98,On Skin,37
-1077,12030,16245,,62030,28245,74,98,On Skin,37
-1375,12107,16273,,62107,28273,74,98,On Skin,37
-1268,12117,16258,,62117,28258,74,98,On Skin,37
-1076,12107,16247,,62107,28247,74,98,On Skin,37
-754,12139,16257,,62139,28257,74,98,On Skin,37
28,12221,16277,,62221,28277,74,98,On Skin,37
-453,12263,16301,,62263,28301,74,98,On Skin,37
-268,12304,16300,,62304,28300,74,98,On Skin,37
149,12346,16322,,62346,28322,74,98,On Skin,37
687,12396,16331,,62396,28331,74,98,On Skin,37
1039,12370,16317,,62370,28317,74,98,On Skin,37
1552,12171,16255,,62171,28255,74,98,On Skin,37
1848,11797,16148,,61797,28148,74,98,On Skin,37
2626,11353,16043,,61353,28043,74,98,On Skin,37
3054,10924,15930,,60924,27930,74,98,On Skin,37
3015,10556,15846,,60556,27846,74,98,On Skin,37
2606,10320,15783,,60320,27783,74,98,On Skin,37
1319,10173,15741,,60173,27741,74,98,On Skin,37
1263,10131,15735,,60131,27735,74,98,On Skin,37
729,10112,15713,,60112,27713,74,98,On Skin,37
715,10177,15739,,60177,27739,74,98,On Skin,37
892,10246,15754,,60246,27754,74,98,On Skin,37
1008,10326,15786,,60326,27786,74,98,On Skin,37
1267,10419,15806,,60419,27806,74,98,On Skin,37
564,10790,15905,,60790,27905,74,98,On Skin,37
983,10802,15912,,60802,27912,74,98,On Skin,37
1228,10840,15918,,60840,27918,74,98,On Skin,37
1227,10859,15926,,60859,27926,74,98,On Skin,37
1361,10901,15932,,60901,27932,74,98,On Skin,37
1538,10964,15949,,60964,27949,74,98,On Skin,37
2179,11000,15949,,61000,27949,74,98,On Skin,37
2122,11057,15967,,61057,27967,74,98,On Skin,37
1628,11451,16070,,61451,28070,74,98,On Skin,37
1045,11496,16075,,61496,28075,74,98,On Skin,37
2842,11526,16088,,61526,28088,74,98,On Skin,37
12782,11540,16073,,61540,28073,74,98,On Skin,37
3617,11584,16093,,61584,28093,74,98,On Skin,37
1616,11648,16102,,61648,28102,74,98,On Skin,37
1880,11685,16112,,61685,28112,74,98,On Skin,37
1409,11749,16145,,61749,28145,74,98,On Skin,37
2046,11813,16153,,61813,28153,74,98,On Skin,37
1988,11860,16159,,61860,28159,74,98,On Skin,37
2177,11877,16170,,61877,28170,74,98,On Skin,37
2341,11900,16172,,61900,28172,74,98,On Skin,37
2629,11900,16166,,61900,28166,74,98,On Skin,37
2293,11964,16186,,61964,28186,74,98,On Skin,37
2462,12020,16209,,62020,28209,74,98,On Skin,37
2992,11969,16202,,61969,28202,74,98,On Skin,37
2918,11678,16108,,61678,28108,74,98,On Skin,37
3419,11286,16003,,61286,28003,74,98,On Skin,37
3748,10821,15885,,60821,27885,74,98,On Skin,37
3806,10384,15766,,60384,27766,74,98,On Skin,37
4022,10028,15669,,60028,27669,74,98,On Skin,37
2697,9803,15602,,59803,27602,74,98,On Skin,37
1619,9756,15605,,59756,27605,74,98,On Skin,37
181,9805,15624,,59805,27624,74,98,On Skin,37
-1009,9842,15630,,59842,27630,74,98,On Skin,37
-549,9900,15645,,59900,27645,74,98,On Skin,37
-1927,9910,15624,,59910,27624,74,98,On Skin,37
-2221,9934,15630,,59934,27630,74,98,On Skin,37
-3442,9980,15639,,59980,27639,74,98,On Skin,37
-2788,10003,15650,,60003,27650,74,98,On Skin,37
-3125,10033,15661,,60033,27661,74,98,On Skin,37
-3615,10099,15667,,60099,27667,74,98,On Skin,37
-3647,10145,15671,,60145,27671,74,98,On Skin,37
-3170,10239,15693,,60239,27693,74,98,On Skin,37
-2449,10318,15725,,60318,27725,74,98,On Skin,37
-873,10277,15694,,60277,27694,74,98,On Skin,37
-1366,10307,15695,,60307,27695,74,98,On Skin,37
-1007,10349,15713,,60349,27713,74,98,On Skin,37
-764,10445,15740,,60445,27740,74,98,On Skin,37
-706,10477,15746,,60477,27746,74,98,On Skin,37
-459,10558,15772,,60558,27772,74,98,On Skin,37
-97,10636,15788,,60636,27788,74,98,On Skin,37
-270,10718,15816,,60718,27816,74,98,On Skin,37
415,10763,15816,,60763,27816,74,98,On Skin,37
326,10795,15820,,60795,27820,74,98,On Skin,37
981,10843,15824,,60843,27824,74,98,On Skin,37
693,10928,15848,,60928,27848,74,98,On Skin,37
765,11018,15867,,61018,27867,74,98,On Skin,37
340,11057,15870,,61057,27870,74,98,On Skin,37
80,11098,15879,,61098,27879,74,98,On Skin,37
684,11162,15902,,61162,27902,74,98,On Skin,37
-99,11205,15899,,61205,27899,74,98,On Skin,37
395,11224,15915,,61224,27915,74,98,On Skin,37
10263,11235,15900,,61235,27900,74,98,On Skin,37
379,11541,16010,,61541,28010,74,98,On Skin,37
-74,11593,16016,,61593,28016,74,98,On Skin,37
958,11663,16041,,61663,28041,74,98,On Skin,37
596,11727,16068,,61727,28068,74,98,On Skin,37
3201,9818,15546,,59818,27546,74,98,On Skin,37
2411,9617,15511,,59617,27511,74,98,On Skin,37
1571,9535,15497,,59535,27497,74,98,On Skin,37
1155,9527,15512,,59527,27512,74,98,On Skin,37
1267,9840,15590,,59840,27590,74,98,On Skin,37
1040,9864,15603,,59864,27603,74,98,On Skin,37
1157,9914,15606,,59914,27606,74,98,On Skin,37
-2113,9929,15609,,59929,27609,74,98,On Skin,37
-4006,10002,15618,,60002,27618,74,98,On Skin,37
-3701,10060,15642,,60060,27642,74,98,On Skin,37
-3192,10126,15655,,60126,27655,74,98,On Skin,37
-2715,10194,15673,,60194,27673,74,98,On Skin,37
-2971,10209,15695,,60209,27695,74,98,On Skin,37
-2736,10230,15690,,60230,27690,74,98,On Skin,37
-2881,10216,15678,,60216,27678,74,98,On Skin,37
-2035,10381,15717,,60381,27717,74,98,On Skin,37
-1910,10419,15716,,60419,27716,74,98,On Skin,37
-1526,10475,15738,,60475,27738,74,98,On Skin,37
-1571,10546,15738,,60546,27738,74,98,On Skin,37
-1271,10619,15771,,60619,27771,74,98,On Skin,37
-871,10668,15778,,60668,27778,74,98,On Skin,37
-545,10707,15777,,60707,27777,74,98,On Skin,37
-891,10761,15787,,60761,27787,74,98,On Skin,37
-5743,10815,15801,,60815,27801,74,98,On Skin,37
-7640,10883,15818,,60883,27818,74,98,On Skin,37
-6132,10946,15831,,60946,27831,74,98,On Skin,37
-5268,11003,15841,,61003,27841,74,98,On Skin,37
-5454,11049,15858,,61049,27858,74,98,On Skin,37
-4283,11077,15858,,61077,27858,74,98,On Skin,37
-4669,11086,15847,,61086,27847,74,98,On Skin,37
-1896,11028,15824,,61028,27824,74,98,On Skin,37
7429,11048,15814,,61048,27814,74,98,On Skin,37
-1307,11073,15826,,61073,27826,74,98,On Skin,37
-3333,11119,15843,,61119,27843,74,98,On Skin,37
-2738,11136,15837,,61136,27837,74,98,On Skin,37
-975,11388,15913,,61388,27913,74,98,On Skin,37
-224,11419,15915,,61419,27915,74,98,On Skin,37
13,11479,15935,,61479,27935,74,98,On Skin,37
699,11560,15971,,61560,27971,74,98,On Skin,37
435,11476,15936,,61476,27936,74,98,On Skin,37
1288,11165,15841,,61165,27841,74,98,On Skin,37
2071,10718,15719,,60718,27719,74,98,On Skin,37
2233,10255,15592,,60255,27592,74,98,On Skin,37
2847,9804,15482,,59804,27482,74,98,On Skin,37
2129,9464,15394,,59464,27394,74,98,On Skin,37
1816,9230,15344,,59230,27344,74,98,On Skin,37
1154,9121,15281,,59121,27281,74,98,On Skin,37
1616,9199,15309,,59199,27309,74,98,On Skin,37
1293,9234,15321,,59234,27321,74,98,On Skin,37
1789,9232,15311,,59232,27311,74,98,On Skin,37
1713,9209,15286,,59209,27286,74,98,On Skin,37
1924,9235,15279,,59235,27279,74,98,On Skin,37
2035,9321,15306,,59321,27306,74,98,On Skin,37
2028,9396,15333,,59396,27333,74,98,On Skin,37
2100,9453,15356,,59453,27356,74,98,On Skin,37
2664,9470,15363,,59470,27363,74,98,On Skin,37
2117,9461,15362,,59461,27362,74,98,On Skin,37
2802,9460,15353,,59460,27353,74,98,On Skin,37
3070,9578,15379,,59578,27379,74,98,On Skin,37
3260,9626,15402,,59626,27402,74,98,On Skin,37
3584,9719,15420,,59719,27420,74,98,On Skin,37
3845,9786,15438,,59786,27438,74,98,On Skin,37
4370,9863,15461,,59863,27461,74,98,On Skin,37
4596,9924,15466,,59924,27466,74,98,On Skin,37
4899,9975,15481,,59975,27481,74,98,On Skin,37
5092,10012,15496,,60012,27496,74,98,On Skin,37
4876,10244,15535,,60244,27535,74,98,On Skin,37
4152,10302,15555,,60302,27555,74,98,On Skin,37
4092,10348,15578,,60348,27578,74,98,On Skin,37
3397,10391,15575,,60391,27575,74,98,On Skin,37
13412,10436,15593,,60436,27593,74,98,On Skin,37
7404,10447,15591,,60447,27591,74,98,On Skin,37
3077,10512,15621,,60512,27621,74,98,On Skin,37
3177,10621,15655,,60621,27655,74,98,On Skin,37
2759,10660,15664,,60660,27664,74,98,On Skin,37
2395,10681,15671,,60681,27671,74,98,On Skin,37
2594,10678,15670,,60678,27670,74,98,On Skin,37
2090,10699,15672,,60699,27672,74,98,On Skin,37
-1164,10804,15679,,60804,27679,74,98,On Skin,37
-513,10631,15625,,60631,27625,74,98,On Skin,37
78,10265,15535,,60265,27535,74,98,On Skin,37
414,9805,15407,,59805,27407,74,98,On Skin,37
1072,9365,15286,,59365,27286,74,98,On Skin,37
1991,9033,15217,,59033,27217,74,98,On Skin,37
451,8820,15158,,58820,27158,74,98,On Skin,37
-95,8697,15135,,58697,27135,74,98,On Skin,37
-2100,8887,15193,,58887,27193,74,98,On Skin,37
-1793,8953,15209,,58953,27209,74,98,On Skin,37
-1368,8928,15193,,58928,27193,74,98,On Skin,37
-1237,8969,15211,,58969,27211,74,98,On Skin,37
-941,9033,15227,,59033,27227,74,98,On Skin,37
-490,9142,15265,,59142,27265,74,98,On Skin,37
-300,9230,15285,,59230,27285,74,98,On Skin,37
-672,9287,15301,,59287,27301,74,98,On Skin,37
358,9330,15316,,59330,27316,74,98,On Skin,37
-119,9328,15311,,59328,27311,74,98,On Skin,37
-209,9288,15287,,59288,27287,74,98,On Skin,37
746,9230,15253,,59230,27253,74,98,On Skin,37
399,9209,15249,,59209,27249,74,98,On Skin,37
530,9220,15251,,59220,27251,74,98,On Skin,37
-70,9231,15254,,59231,27254,74,98,On Skin,37
956,9287,15272,,59287,27272,74,98,On Skin,37
413,9359,15285,,59359,27285,74,98,On Skin,37
575,9410,15298,,59410,27298,74,98,On Skin,37
174,9476,15306,,59476,27306,74,98,On Skin,37
1010,9825,15396,,59825,27396,74,98,On Skin,37
897,9923,15423,,59923,27423,74,98,On Skin,37
543,10040,15475,,60040,27475,74,98,On Skin,37
256,10132,15493,,60132,27493,74,98,On Skin,37
-268,10177,15516,,60177,27516,74,98,On Skin,37
910,10241,15529,,60241,27529,74,98,On Skin,37
11199,10324,15565,,60324,27565,74,98,On Skin,37
2953,10374,15575,,60374,27575,74,98,On Skin,37
462,10372,15573,,60372,27573,74,98,On Skin,37
291,10396,15573,,60396,27573,74,98,On Skin,37
243,10452,15600,,60452,27600,74,98,On Skin,37
109,10524,15613,,60524,27613,74,98,On Skin,37
1024,10699,15648,,60699,27648,74,98,On Skin,37
1022,10726,15658,,60726,27658,74,98,On Skin,37
1537,10679,15641,,60679,27641,74,98,On Skin,37
1827,10472,15592,,60472,27592,74,98,On Skin,37
1435,8574,15089,,58574,27089,74,98,On Skin,37
989,8487,15074,,58487,27074,74,98,On Skin,37
157,8488,15082,,58488,27082,74,98,On Skin,37
-193,8585,15120,,58585,27120,74,98,On Skin,37
-68,8675,15156,,58675,27156,74,98,On Skin,37
-127,8765,15171,,58765,27171,74,98,On Skin,37
121,8784,15172,,58784,27172,74,98,On Skin,37
-72,8804,15167,,58804,27167,74,98,On Skin,37
-277,8821,15170,,58821,27170,74,98,On Skin,37
-523,8908,15200,,58908,27200,74,98,On Skin,37
-609,8962,15217,,58962,27217,74,98,On Skin,37
-181,9065,15257,,59065,27257,74,98,On Skin,37
-450,9107,15250,,59107,27250,74,98,On Skin,37
-75,9161,15268,,59161,27268,74,98,On Skin,37
218,9200,15275,,59200,27275,74,98,On Skin,37
-47,9219,15276,,59219,27276,74,98,On Skin,37
-94,9189,15267,,59189,27267,74,98,On Skin,37
156,9176,15268,,59176,27268,74,98,On Skin,37
-17,9207,15270,,59207,27270,74,98,On Skin,37
-105,9232,15281,,59232,27281,74,98,On Skin,37
-1570,9234,15267,,59234,27267,74,98,On Skin,37
-6295,9293,15294,,59293,27294,74,98,On Skin,37
-7001,9379,15320,,59379,27320,74,98,On Skin,37
-8509,9475,15350,,59475,27350,74,98,On Skin,37
-9695,9527,15363,,59527,27363,74,98,On Skin,37
-9125,9583,15362,,59583,27362,74,98,On Skin,37
-8812,9620,15371,,59620,27371,74,98,On Skin,37
-8951,9717,15394,,59717,27394,74,98,On Skin,37
-8450,9812,15426,,59812,27426,74,98,On Skin,37
-7954,9885,15439,,59885,27439,74,98,On Skin,37
-7512,9940,15446,,59940,27446,74,98,On Skin,37
-7315,10032,15481,,60032,27481,74,98,On Skin,37
-6750,10133,15507,,60133,27507,74,98,On Skin,37
-6092,10233,15553,,60233,27553,74,98,On Skin,37
-7171,10295,15574,,60295,27574,74,98,On Skin,37
-1233,10377,15581,,60377,27581,74,98,On Skin,37
6416,10399,15588,,60399,27588,74,98,On Skin,37
-3282,10424,15584,,60424,27584,74,98,On Skin,37
-3719,10441,15597,,60441,27597,74,98,On Skin,37
-3471,10460,15601,,60460,27601,74,98,On Skin,37
-2857,10497,15606,,60497,27606,74,98,On Skin,37
-2511,10548,15635,,60548,27635,74,98,On Skin,37
-2000,10583,15626,,60583,27626,74,98,On Skin,37
-1655,10646,15657,,60646,27657,74,98,On Skin,37
-848,10731,15671,,60731,27671,74,98,On Skin,37
-706,10806,15715,,60806,27715,74,98,On Skin,37
1775,10035,15474,,60035,27474,74,98,On Skin,37
2404,9535,15338,,59535,27338,74,98,On Skin,37
2611,9141,15251,,59141,27251,74,98,On Skin,37
2397,8830,15174,,58830,27174,74,98,On Skin,37
1383,8638,15134,,58638,27134,74,98,On Skin,37
804,8565,15118,,58565,27118,74,98,On Skin,37
-12,8604,15133,,58604,27133,74,98,On Skin,37
-87,8676,15163,,58676,27163,74,98,On Skin,37
411,8795,15196,,58795,27196,74,98,On Skin,37
292,8861,15199,,58861,27199,74,98,On Skin,37
895,8895,15208,,58895,27208,74,98,On Skin,37
913,8933,15204,,58933,27204,74,98,On Skin,37
1150,8938,15212,,58938,27212,74,98,On Skin,37
1682,8992,15220,,58992,27220,74,98,On Skin,37
1542,9033,15238,,59033,27238,74,98,On Skin,37
2039,9078,15239,,59078,27239,74,98,On Skin,37
2067,9129,15251,,59129,27251,74,98,On Skin,37
2126,9201,15270,,59201,27270,74,98,On Skin,37
2484,9254,15303,,59254,27303,74,98,On Skin,37
2362,9317,15326,,59317,27326,74,98,On Skin,37
2607,9299,15312,,59299,27312,74,98,On Skin,37
2923,9224,15281,,59224,27281,74,98,On Skin,37
3050,9202,15267,,59202,27267,74,98,On Skin,37
3185,9235,15278,,59235,27278,74,98,On Skin,37
2924,9318,15313,,59318,27313,74,98,On Skin,37
3459,9376,15327,,59376,27327,74,98,On Skin,37
2941,9417,15325,,59417,27325,74,98,On Skin,37
3152,9428,15313,,59428,27313,74,98,On Skin,37
3861,9507,15344,,59507,27344,74,98,On Skin,37
3490,9603,15371,,59603,27371,74,98,On Skin,37
3927,9703,15400,,59703,27400,74,98,On Skin,37
