ecg,ppg_red,ppg_ir,,ppg_red1,ppg_ir1,heart_rate,SpO2_val,SCD_status,temperature
-998,5913,13684,,55913,25684,77,98,On Skin,37
-1513,5959,13708,,55959,25708,77,98,On Skin,37
-2171,5975,13698,,55975,25698,77,98,On Skin,37
8276,6013,13702,,56013,25702,77,98,On Skin,37
3462,6095,13722,,56095,25722,77,98,On Skin,37
-1570,6180,13764,,56180,25764,77,98,On Skin,37
-1203,6265,13805,,56265,25805,77,98,On Skin,37
-1448,6310,13795,,56310,25795,77,98,On Skin,37
-1383,6362,13803,,56362,25803,77,98,On Skin,37
-815,6367,13826,,56367,25826,77,98,On Skin,37
-915,6408,13828,,56408,25828,77,98,On Skin,37
-770,6435,13814,,56435,25814,77,98,On Skin,37
-657,6429,13817,,56429,25817,77,98,On Skin,37
-292,6431,13818,,56431,25818,77,98,On Skin,37
-235,6423,13798,,56423,25798,77,98,On Skin,37
220,6348,13777,,56348,25777,77,98,On Skin,37
701,6139,13725,,56139,25725,77,98,On Skin,37
314,5785,13642,,55785,25642,77,98,On Skin,37
1233,5382,13534,,55382,25534,77,98,On Skin,37
1152,5033,13435,,55033,25435,77,98,On Skin,37
1518,4754,13367,,54754,25367,77,98,On Skin,37
1144,4597,13312,,54597,25312,77,98,On Skin,37
558,4540,13300,,54540,25300,77,98,On Skin,37
300,4578,13313,,54578,25313,77,98,On Skin,37
308,4644,13330,,54644,25330,77,98,On Skin,37
266,4714,13345,,54714,25345,77,98,On Skin,37
104,4764,13350,,54764,25350,77,98,On Skin,37
-27,4829,13375,,54829,25375,77,98,On Skin,37
199,4927,13409,,54927,25409,77,98,On Skin,37
203,4972,13420,,54972,25420,77,98,On Skin,37
-170,4961,13413,,54961,25413,77,98,On Skin,37
5,5020,13417,,55020,25417,77,98,On Skin,37
-13,5120,13443,,55120,25443,77,98,On Skin,37
-298,5210,13481,,55210,25481,77,98,On Skin,37
-301,5297,13505,,55297,25505,77,98,On Skin,37
-577,5295,13509,,55295,25509,77,98,On Skin,37
-285,5305,13506,,55305,25506,77,98,On Skin,37
-476,5314,13504,,55314,25504,77,98,On Skin,37
-445,5316,13510,,55316,25510,77,98,On Skin,37
-708,5320,13506,,55320,25506,78,98,On Skin,37
-686,5376,13526,,55376,25526,78,98,On Skin,37
-376,5395,13538,,55395,25538,78,98,On Skin,37
-249,5402,13517,,55402,25517,78,98,On Skin,37
-188,5442,13519,,55442,25519,78,98,On Skin,37
-658,5804,13622,,55804,25622,78,98,On Skin,37
-704,5863,13632,,55863,25632,78,98,On Skin,37
-983,5950,13674,,55950,25674,78,98,On Skin,37
-1391,6053,13688,,56053,25688,78,98,On Skin,37
8773,6155,13739,,56155,25739,78,98,On Skin,37
2978,6256,13762,,56256,25762,78,98,On Skin,37
-1238,6310,13784,,56310,25784,78,98,On Skin,37
-1237,6283,13746,,56283,25746,78,98,On Skin,37
-1344,6269,13738,,56269,25738,78,98,On Skin,37
-1266,6284,13722,,56284,25722,78,98,On Skin,37
-1476,6376,13763,,56376,25763,78,98,On Skin,37
-1104,6442,13799,,56442,25799,78,98,On Skin,37
-660,6520,13820,,56520,25820,78,98,On Skin,37
-644,6562,13843,,56562,25843,78,98,On Skin,37
-381,6604,13834,,56604,25834,78,98,On Skin,37
-18,6644,13836,,56644,25836,78,98,On Skin,37
-174,6599,13833,,56599,25833,78,98,On Skin,37
159,6421,13780,,56421,25780,78,98,On Skin,37
871,6064,13699,,56064,25699,78,98,On Skin,37
1531,5277,13479,,55277,25479,78,98,On Skin,37
1218,5015,13413,,55015,25413,78,98,On Skin,37
618,4905,13414,,54905,25414,78,98,On Skin,37
61,4883,13398,,54883,25398,78,98,On Skin,37
-218,4926,13420,,54926,25420,78,98,On Skin,37
-692,4985,13425,,54985,25425,78,98,On Skin,37
-409,5023,13439,,55023,25439,78,98,On Skin,37
-915,5101,13444,,55101,25444,78,98,On Skin,37
-194,5174,13481,,55174,25481,78,98,On Skin,37
58,5248,13492,,55248,25492,78,98,On Skin,37
16,5252,13490,,55252,25490,78,98,On Skin,37
-322,5299,13491,,55299,25491,78,98,On Skin,37
-38,5359,13501,,55359,25501,78,98,On Skin,37
392,5432,13522,,55432,25522,78,98,On Skin,37
254,5500,13550,,55500,25550,78,98,On Skin,37
51,5508,13551,,55508,25551,78,98,On Skin,37
123,5517,13548,,55517,25548,78,98,On Skin,37
216,5508,13531,,55508,25531,78,98,On Skin,37
287,5481,13527,,55481,25527,78,98,On Skin,37
-1036,5554,13528,,55554,25528,78,98,On Skin,37
-704,5576,13517,,55576,25517,78,98,On Skin,37
-422,5618,13518,,55618,25518,78,98,On Skin,37
-318,5674,13548,,55674,25548,78,98,On Skin,37
2143,6077,13613,,56077,25613,78,98,On Skin,37
-273,6100,13620,,56100,25620,78,98,On Skin,37
-351,6151,13632,,56151,25632,78,98,On Skin,37
-80,6201,13658,,56201,25658,78,98,On Skin,37
-110,6290,13689,,56290,25689,78,98,On Skin,37
385,6347,13705,,56347,25705,78,98,On Skin,37
516,6388,13699,,56388,25699,78,98,On Skin,37
195,6399,13710,,56399,25710,78,98,On Skin,37
1471,6418,13704,,56418,25704,78,98,On Skin,37
804,6447,13712,,56447,25712,78,98,On Skin,37
1455,6382,13704,,56382,25704,78,98,On Skin,37
1964,6154,13625,,56154,25625,78,98,On Skin,37
2217,5812,13535,,55812,25535,78,98,On Skin,37
2759,5431,13438,,55431,25438,78,98,On Skin,37
2526,5092,13361,,55092,25361,78,98,On Skin,37
2329,4833,13288,,54833,25288,78,98,On Skin,37
2205,4693,13243,,54693,25243,78,98,On Skin,37
1302,4618,13235,,54618,25235,78,98,On Skin,37
1958,4659,13254,,54659,25254,78,98,On Skin,37
1755,4708,13262,,54708,25262,78,98,On Skin,37
1526,4764,13269,,54764,25269,78,98,On Skin,37
1547,4815,13267,,54815,25267,78,98,On Skin,37
1435,4860,13294,,54860,25294,78,98,On Skin,37
2143,4910,13305,,54910,25305,78,98,On Skin,37
2171,4999,13343,,54999,25343,78,98,On Skin,37
2502,5053,13352,,55053,25352,78,98,On Skin,37
2142,5082,13347,,55082,25347,78,98,On Skin,37
2523,5151,13356,,55151,25356,78,98,On Skin,37
3155,5196,13389,,55196,25389,78,98,On Skin,37
2843,5248,13391,,55248,25391,78,98,On Skin,37
3375,5269,13400,,55269,25400,78,98,On Skin,37
2882,5237,13381,,55237,25381,78,98,On Skin,37
3138,5227,13383,,55227,25383,78,98,On Skin,37
2996,5276,13399,,55276,25399,78,98,On Skin,37
2553,5322,13415,,55322,25415,78,98,On Skin,37
2548,5307,13407,,55307,25407,78,98,On Skin,37
2169,5293,13401,,55293,25401,78,98,On Skin,37
2164,5278,13370,,55278,25370,78,98,On Skin,37
1979,5369,13386,,55369,25386,78,98,On Skin,37
2120,5425,13412,,55425,25412,78,98,On Skin,37
1397,5555,13434,,55555,25434,78,98,On Skin,37
1236,5608,13452,,55608,25452,78,98,On Skin,37
884,5623,13443,,55623,25443,78,98,On Skin,37
-401,5688,13460,,55688,25460,78,98,On Skin,37
6737,5720,13476,,55720,25476,78,98,On Skin,37
1474,5842,13503,,55842,25503,78,98,On Skin,37
814,5855,13493,,55855,25493,78,98,On Skin,37
-92,5886,13496,,55886,25496,78,98,On Skin,37
466,5928,13515,,55928,25515,78,98,On Skin,37
743,6004,13527,,56004,25527,78,98,On Skin,37
717,6141,13603,,56141,25603,78,98,On Skin,37
933,6183,13598,,56183,25598,78,98,On Skin,37
782,6190,13587,,56190,25587,78,98,On Skin,37
1158,6164,13578,,56164,25578,78,98,On Skin,37
1204,6018,13540,,56018,25540,78,98,On Skin,37
1327,5748,13459,,55748,25459,78,98,On Skin,37
1420,5345,13350,,55345,25350,78,98,On Skin,37
2261,4948,13243,,54948,25243,78,98,On Skin,37
1860,4650,13161,,54650,25161,78,98,On Skin,37
1167,4469,13128,,54469,25128,78,98,On Skin,37
-90,4433,13132,,54433,25132,78,98,On Skin,37
-47,4445,13150,,54445,25150,78,98,On Skin,37
-1140,4822,13237,,54822,25237,78,98,On Skin,37
-451,4932,13260,,54932,25260,78,98,On Skin,37
-937,5016,13288,,55016,25288,78,98,On Skin,37
-950,5052,13300,,55052,25300,78,98,On Skin,37
-640,5095,13289,,55095,25289,78,98,On Skin,37
-1088,5130,13309,,55130,25309,78,98,On Skin,37
-1593,5115,13289,,55115,25289,78,98,On Skin,37
-1428,5112,13291,,55112,25291,78,98,On Skin,37
-1335,5166,13316,,55166,25316,78,98,On Skin,37
-1440,5202,13320,,55202,25320,78,98,On Skin,37
-1632,5200,13314,,55200,25314,78,98,On Skin,37
-965,5381,13332,,55381,25332,78,98,On Skin,37
-1293,5438,13331,,55438,25331,78,98,On Skin,37
-1917,5480,13347,,55480,25347,78,98,On Skin,37
-1444,5530,13342,,55530,25342,78,98,On Skin,37
-1886,5593,13358,,55593,25358,78,98,On Skin,37
-2293,5643,13363,,55643,25363,78,98,On Skin,37
7960,5603,13330,,55603,25330,78,98,On Skin,37
3618,5689,13379,,55689,25379,78,98,On Skin,37
-2177,5737,13383,,55737,25383,78,98,On Skin,37
-1331,5773,13388,,55773,25388,78,98,On Skin,37
-1770,5806,13400,,55806,25400,78,98,On Skin,37
-1720,5872,13429,,55872,25429,78,98,On Skin,37
-1200,6067,13477,,56067,25477,78,98,On Skin,37
-1607,6069,13469,,56069,25469,78,98,On Skin,37
-1270,6042,13466,,56042,25466,78,98,On Skin,37
-1378,5852,13415,,55852,25415,78,98,On Skin,37
-894,5509,13317,,55509,25317,78,98,On Skin,37
-696,5127,13219,,55127,25219,78,98,On Skin,37
-703,4796,13137,,54796,25137,78,98,On Skin,37
-628,4567,13092,,54567,25092,78,98,On Skin,37
-796,4406,13056,,54406,25056,78,98,On Skin,37
-1744,4340,13044,,54340,25044,78,98,On Skin,37
-2495,4375,13037,,54375,25037,78,98,On Skin,37
-2708,4435,13066,,54435,25066,78,98,On Skin,37
-2568,4504,13088,,54504,25088,78,98,On Skin,37
-3068,4550,13085,,54550,25085,78,98,On Skin,37
-3000,4608,13113,,54608,25113,78,98,On Skin,37
-3528,4694,13138,,54694,25138,78,98,On Skin,37
-3311,4797,13162,,54797,25162,78,98,On Skin,37
-2953,4906,13206,,54906,25206,78,98,On Skin,37
-3271,4986,13216,,54986,25216,78,98,On Skin,37
-3558,5474,13318,,55474,25318,78,98,On Skin,37
-3385,5528,13342,,55528,25342,78,98,On Skin,37
-3205,5593,13364,,55593,25364,78,98,On Skin,37
-3211,5690,13399,,55690,25399,78,98,On Skin,37
-3647,5772,13409,,55772,25409,78,98,On Skin,37
-4245,5831,13409,,55831,25409,78,98,On Skin,37
-4144,5859,13424,,55859,25424,78,98,On Skin,37
-4563,5909,13427,,55909,25427,78,98,On Skin,37
-6389,5965,13448,,55965,25448,78,98,On Skin,37
2356,6006,13448,,56006,25448,78,98,On Skin,37
851,6042,13454,,56042,25454,78,98,On Skin,37
-6093,6017,13446,,56017,25446,78,98,On Skin,37
-5509,6027,13431,,56027,25431,78,98,On Skin,37
-5498,5986,13418,,55986,25418,78,98,On Skin,37
-5084,5997,13410,,55997,25410,78,98,On Skin,37
-4840,6058,13433,,56058,25433,78,98,On Skin,37
-3886,6306,13517,,56306,25517,78,98,On Skin,37
-3475,6344,13523,,56344,25523,78,98,On Skin,37
-3215,6310,13501,,56310,25501,78,98,On Skin,37
-2692,6188,13458,,56188,25458,78,98,On Skin,37
-2638,5926,13401,,55926,25401,78,98,On Skin,37
-2251,5549,13295,,55549,25295,78,98,On Skin,37
-1334,5211,13217,,55211,25217,78,98,On Skin,37
-1598,4877,13137,,54877,25137,78,98,On Skin,37
-1787,4726,13104,,54726,25104,78,98,On Skin,37
-2694,4620,13066,,54620,25066,78,98,On Skin,37
-3494,4570,13044,,54570,25044,78,98,On Skin,37
-3542,4589,13051,,54589,25051,78,98,On Skin,37
-3648,4670,13071,,54670,25071,78,98,On Skin,37
-3874,4800,13125,,54800,25125,78,98,On Skin,37
-3549,4887,13141,,54887,25141,78,98,On Skin,37
-3219,4948,13160,,54948,25160,78,98,On Skin,37
-3163,4910,13124,,54910,25124,78,98,On Skin,37
-3369,4969,13144,,54969,25144,78,98,On Skin,37
-3302,5018,13141,,55018,25141,78,98,On Skin,37
-3117,5086,13164,,55086,25164,78,98,On Skin,37
-2325,5178,13194,,55178,25194,78,98,On Skin,37
-3080,5233,13230,,55233,25230,78,98,On Skin,37
-2916,5243,13218,,55243,25218,78,98,On Skin,37
-2649,5205,13189,,55205,25189,78,98,On Skin,37
-2729,5163,13175,,55163,25175,78,98,On Skin,37
-2712,5147,13161,,55147,25161,78,98,On Skin,37
-2606,5163,13171,,55163,25171,78,98,On Skin,37
-2520,5136,13171,,55136,25171,78,98,On Skin,37
-2117,5159,13164,,55159,25164,78,98,On Skin,37
-2099,5192,13168,,55192,25168,78,98,On Skin,37
-1516,5262,13198,,55262,25198,78,98,On Skin,37
-1777,5346,13227,,55346,25227,78,98,On Skin,37
-2486,5381,13209,,55381,25209,78,98,On Skin,37
-2455,5422,13219,,55422,25219,78,98,On Skin,37
-2315,5442,13225,,55442,25225,78,98,On Skin,37
-3577,5497,13240,,55497,25240,78,98,On Skin,37
-3531,5758,13311,,55758,25311,78,98,On Skin,37
-3227,5777,13306,,55777,25306,78,98,On Skin,37
-3260,5835,13334,,55835,25334,78,98,On Skin,37
-3667,5881,13359,,55881,25359,78,98,On Skin,37
-2977,5933,13370,,55933,25370,78,98,On Skin,37
-2963,6022,13391,,56022,25391,78,98,On Skin,37
-2617,6065,13428,,56065,25428,78,98,On Skin,37
-2315,6091,13423,,56091,25423,78,98,On Skin,37
-2392,6137,13438,,56137,25438,78,98,On Skin,37
-2186,6154,13439,,56154,25439,78,98,On Skin,37
-1503,6131,13426,,56131,25426,78,98,On Skin,37
-1148,5947,13401,,55947,25401,78,98,On Skin,37
-818,5606,13306,,55606,25306,78,98,On Skin,37
-517,5231,13206,,55231,25206,78,98,On Skin,37
-288,4879,13127,,54879,25127,78,98,On Skin,37
-605,4651,13058,,54651,25058,78,98,On Skin,37
-1665,4522,13045,,54522,25045,78,98,On Skin,37
-2012,4480,13019,,54480,25019,78,98,On Skin,37
-2677,4534,13040,,54534,25040,78,98,On Skin,37
-2734,4585,13035,,54585,25035,79,98,On Skin,37
-2724,4957,13176,,54957,25176,79,98,On Skin,37
-2929,5034,13192,,55034,25192,79,98,On Skin,37
-2494,5105,13210,,55105,25210,79,98,On Skin,37
-2177,5217,13253,,55217,25253,79,98,On Skin,37
-2253,5291,13275,,55291,25275,79,98,On Skin,37
-2395,5353,13293,,55353,25293,79,98,On Skin,37
-2504,5329,13277,,55329,25277,79,98,On Skin,37
-2270,5326,13281,,55326,25281,79,98,On Skin,37
-1957,5322,13270,,55322,25270,79,98,On Skin,37
-2223,5290,13267,,55290,25267,79,98,On Skin,37
-1914,5295,13265,,55295,25265,79,98,On Skin,37
-1419,5339,13280,,55339,25280,79,98,On Skin,37
-2552,5554,13335,,55554,25335,79,98,On Skin,37
-2137,5605,13361,,55605,25361,79,98,On Skin,37
-2273,5700,13388,,55700,25388,79,98,On Skin,37
-3420,5748,13397,,55748,25397,79,98,On Skin,37
-2421,6016,13466,,56016,25466,79,98,On Skin,37
-2831,6054,13470,,56054,25470,79,98,On Skin,37
-2107,6084,13478,,56084,25478,79,98,On Skin,37
-2495,6084,13478,,56084,25478,79,98,On Skin,37
-1541,6082,13466,,56082,25466,79,98,On Skin,37
-1804,6029,13438,,56029,25438,79,98,On Skin,37
-1395,6001,13410,,56001,25410,79,98,On Skin,37
-1893,6046,13446,,56046,25446,79,98,On Skin,37
-1133,6044,13459,,56044,25459,79,98,On Skin,37
-1182,5890,13424,,55890,25424,79,98,On Skin,37
-346,5600,13334,,55600,25334,79,98,On Skin,37
-106,5244,13253,,55244,25253,79,98,On Skin,37
-86,4924,13170,,54924,25170,79,98,On Skin,37
206,4683,13109,,54683,25109,79,98,On Skin,37
-778,4506,13068,,54506,25068,79,98,On Skin,37
-1150,4440,13037,,54440,25037,79,98,On Skin,37
-2127,4444,13048,,54444,25048,79,98,On Skin,37
-2425,4457,13037,,54457,25037,79,98,On Skin,37
-2177,4535,13067,,54535,25067,79,98,On Skin,37
-2444,4625,13109,,54625,25109,79,98,On Skin,37
-2708,4706,13137,,54706,25137,79,98,On Skin,37
-2884,4765,13148,,54765,25148,79,98,On Skin,37
-2651,4803,13152,,54803,25152,79,98,On Skin,37
-3001,4820,13154,,54820,25154,79,98,On Skin,37
-2430,4831,13131,,54831,25131,79,98,On Skin,37
-2483,4832,13124,,54832,25124,79,98,On Skin,37
-2252,4821,13097,,54821,25097,79,98,On Skin,37
-2425,4827,13104,,54827,25104,79,98,On Skin,37
-2031,4863,13105,,54863,25105,79,98,On Skin,37
-2032,4866,13120,,54866,25120,79,98,On Skin,37
-1963,4849,13114,,54849,25114,79,98,On Skin,37
-1669,4878,13136,,54878,25136,79,98,On Skin,37
-1729,4879,13130,,54879,25130,79,98,On Skin,37
-1567,4926,13130,,54926,25130,79,98,On Skin,37
-1433,4964,13158,,54964,25158,79,98,On Skin,37
-1369,4989,13170,,54989,25170,79,98,On Skin,37
-1560,5052,13177,,55052,25177,79,98,On Skin,37
-1788,5116,13204,,55116,25204,79,98,On Skin,37
-2667,5174,13208,,55174,25208,79,98,On Skin,37
-2608,5173,13204,,55173,25204,79,98,On Skin,37
-2432,5232,13211,,55232,25211,79,98,On Skin,37
-4193,5306,13237,,55306,25237,79,98,On Skin,37
5019,5371,13253,,55371,25253,79,98,On Skin,37
3824,5464,13280,,55464,25280,79,98,On Skin,37
-2258,5548,13304,,55548,25304,79,98,On Skin,37
-2960,5599,13329,,55599,25329,79,98,On Skin,37
-2757,5604,13326,,55604,25326,79,98,On Skin,37
-2457,5625,13311,,55625,25311,79,98,On Skin,37
-2378,5656,13322,,55656,25322,79,98,On Skin,37
-2535,5749,13364,,55749,25364,79,98,On Skin,37
-2538,5817,13375,,55817,25375,79,98,On Skin,37
-2218,5884,13415,,55884,25415,79,98,On Skin,37
-1905,5923,13413,,55923,25413,79,98,On Skin,37
-1947,5926,13420,,55926,25420,79,98,On Skin,37
-2100,5880,13395,,55880,25395,79,98,On Skin,37
-1314,5673,13345,,55673,25345,79,98,On Skin,37
-1309,5324,13244,,55324,25244,79,98,On Skin,37
-1282,4947,13165,,54947,25165,79,98,On Skin,37
-1318,4605,13083,,54605,25083,79,98,On Skin,37
-1106,4330,13027,,54330,25027,79,98,On Skin,37
-2133,4220,12990,,54220,24990,79,98,On Skin,37
